Benchmarks	
	system.cpu.cpi
	system.cpu.dcache.overall_miss_rate::total
	system.cpu.icache.overall_miss_rate::total
	system.l2.overall_miss_rate::total
	

specmcf_default	0.127942	1.279422	0.002108	0.023627	0.055046	
specmcf_0	0.127815	1.278152	0.001877	0.023627	0.055487
specmcf_1	0.113858	1.138580	0.001970	0.000018	0.760014
specmcf_2	0.113788	1.137877	0.001877	0.000018	0.795458
specmcf_3	0.113772	1.137721	0.001877	0.000018	0.789452
specmcf_4	0.113772	1.137721	0.001877	0.000018	0.789452
specmcf_5	0.111124	1.111239	0.001120	0.000013	0.653408
specmcf_6	0.111192	1.111918	0.001246	0.000013	0.590981
specmcf_7	0.111192	1.111918	0.001246	0.000013	0.590981
